id,screen_name,state,create_at,Codes,Majority Vote,Confidence Score,Comments
153,notoriousZIG44,New York,1/29/2020," COVID severity 
 Mask behavior of others "," COVID severity 
 Mask behavior of others ",1,
154,conniewang,California,1/29/2020, Who is at risk? , Who is at risk? ,1,
155,ipee_blacklabel,New York,1/31/2020, Who is at risk? , Who is at risk? ,1,Asking online about mask use
156,MikeSington,California,2/19/2020, Nonrelevant, Nonrelevant,1,
157,Joshie100x,Michigan,2/25/2020," COVID severity 
 Mask effectiveness "," COVID severity 
 Mask effectiveness ",1,
158,bigdongloverfan,Connecticut,2/27/2020, Who is at risk? , Who is at risk? ,1,
159,shanyaxox,Texas,3/1/2020, Who is at risk? , Who is at risk? ,1,
160,Tone_C3,Minnesota,3/1/2020, Mask effectiveness , Mask effectiveness ,1,
161,gerardo_gb,California,3/2/2020,"Mask guidelines and policies 
 COVID severity 
 Mask behavior of others ","Mask guidelines and policies 
 COVID severity 
 Mask behavior of others ",1,
162,tres_co,Florida,3/2/2020, Nonrelevant, Nonrelevant,1,
163,dillonfowler,District of Columbia,3/7/2020, Mask behavior of others , Mask behavior of others ,1,
164,SFbrian415,California,3/8/2020, Political legitimizing of risk , Political legitimizing of risk ,1,
165,ShenequeProctor,Massachusetts,3/14/2020, Who is at risk? , Who is at risk? ,1,
166,KendraRumbaugh,Texas,3/19/2020,"Mask guidelines and policies 
 Who is at risk? ","Mask guidelines and policies 
 Who is at risk? ",1,
167,CreamyButters,Massachusetts,3/19/2020, Mask effectiveness , Mask effectiveness ,1,
168,MarkJWestpfahl,Minnesota,3/21/2020, Nonrelevant, Nonrelevant,1,
169,JLuvin,Connecticut,3/24/2020, Mask effectiveness , Mask effectiveness ,1,
170,jenny8lee,New York,3/25/2020, COVID severity , COVID severity ,1,
171,Bryce_Newberry,Texas,3/27/2020," COVID severity 
 Who is at risk? "," COVID severity 
 Who is at risk? ",1,
172,dominickambro,Pennsylvania,3/28/2020, Mask effectiveness , Mask effectiveness ,1,
173,chrisubik,North Carolina,3/28/2020, Who is at risk? , Who is at risk? ,1,
174,AlyaBuzzLLC,Pennsylvania,3/29/2020, COVID severity , COVID severity ,1,
175,Drock7777,North Carolina,3/30/2020," COVID severity 
 Who is at risk? "," COVID severity 
 Who is at risk? ",1,
176,eugeneprojectil,New York,3/30/2020, Who is at risk? , Who is at risk? ,1,
177,superbigsilly,Connecticut,3/30/2020, Nonrelevant, Nonrelevant,1,
178,GeorgeYangMD,New York,4/1/2020,"Mask guidelines and policies 
 COVID severity 
 Who is at risk? ","Mask guidelines and policies 
 COVID severity 
 Who is at risk? ",1,
179,soybetty,Idaho,4/2/2020, Nonrelevant, Nonrelevant,1,
180,HainesForSF,California,4/2/2020, Mask behavior of others , Mask behavior of others ,1,
181,TaotaoTasi,District of Columbia,4/3/2020,Mask guidelines and policies ,Mask guidelines and policies ,1,
182,SudsGlenside,Pennsylvania,4/4/2020, Who is at risk? , Who is at risk? ,1,
183,pvarney,Washington,4/4/2020, Mask effectiveness , Mask effectiveness ,1,
184,russmp,California,4/4/2020, Who is at risk? , Who is at risk? ,1,
217,manisit_das,North Carolina,5/3/2020, Mask behavior of others , Mask behavior of others ,1,
186,supergestel,Texas,4/4/2020, Who is at risk? , Who is at risk? ,1,
187,ShenequeProctor,Massachusetts,4/5/2020, Who is at risk? , Who is at risk? ,1,
188,Kt_Honeybee,North Carolina,4/5/2020,"Mask guidelines and policies 
 Mask behavior of others ","Mask guidelines and policies 
 Mask behavior of others ",1,
189,terrye_thorp,South Carolina,4/8/2020, Mask behavior of others , Mask behavior of others ,1,
190,CIMPAR,Illinois,4/10/2020, Mask behavior of others , Mask behavior of others ,1,
191,GabrielAdler,Illinois,4/10/2020,"Mask guidelines and policies 
 Who is at risk? ","Mask guidelines and policies 
 Who is at risk? ",1,
192,Bens_head_space,California,4/12/2020," Political legitimizing of risk 
 Who is at risk? 
 Mask behavior of others "," Political legitimizing of risk 
 Who is at risk? 
 Mask behavior of others ",1,
193,CUNNILINGUS01,Florida,4/15/2020," Political legitimizing of risk 
 COVID severity "," Political legitimizing of risk 
 COVID severity ",1,
194,chubbyyhoneyy,California,4/18/2020,"Mask guidelines and policies 
 COVID severity 
 Mask behavior of others ","Mask guidelines and policies 
 COVID severity 
 Mask behavior of others ",1,
195,portcolumbus,Georgia,4/18/2020,"Mask guidelines and policies 
 COVID severity ","Mask guidelines and policies 
 COVID severity ",1,
196,isilelimusic,California,4/20/2020, Nonrelevant, Nonrelevant,1,
197,dsilvey417,Missouri,4/23/2020, Mask effectiveness , Mask effectiveness ,1,
198,dannymak76,New York,4/26/2020, Mask effectiveness , Mask effectiveness ,1,
199,78eb51e5958e46c,Pennsylvania,4/26/2020," COVID severity 
 Mask effectiveness "," COVID severity 
 Mask effectiveness ",1,
200,jmitchem,North Carolina,4/28/2020, Mask behavior of others , Mask behavior of others ,1,
201,NoNegativity50,Ohio,5/1/2020, Who is at risk? , Who is at risk? ,1,
202,willjmelendez,California,5/1/2020, Nonrelevant, Nonrelevant,1,
203,cornellhall69,Oregon,5/1/2020, Nonrelevant, Nonrelevant,1,
204,Tasha_Elston,Massachusetts,5/1/2020, Political legitimizing of risk , Political legitimizing of risk ,1,
205,mtnbknbill,Pennsylvania,5/1/2020, Mask effectiveness , Mask effectiveness ,1,
206,TribTomWharton,Utah,5/1/2020, Nonrelevant, Nonrelevant,1,
207,Kathy121968,Pennsylvania,5/1/2020, Political legitimizing of risk , Political legitimizing of risk ,1,
208,nicolehe,New York,5/2/2020, Mask effectiveness , Mask effectiveness ,1,
209,AngelWilson36,Texas,5/2/2020, Political legitimizing of risk , Political legitimizing of risk ,1,
210,generallygates,Tennessee,5/2/2020, Mask behavior of others , Mask behavior of others ,1,
211,2110watch2110,Colorado,5/2/2020, Mask behavior of others , Mask behavior of others ,1,
212,kmummah,Alabama,5/2/2020, Mask behavior of others , Mask behavior of others ,1,
213,CoolJay_91,Oklahoma,5/2/2020, Mask behavior of others , Mask behavior of others ,1,
214,DaddleSki,Texas,5/2/2020, Nonrelevant, Nonrelevant,1,
215,Magsgreenleaf,Minnesota,5/2/2020, Who is at risk? , Who is at risk? ,1,
216,enriqueskincare,New Jersey,5/3/2020, Mask behavior of others , Mask behavior of others ,1,
218,xwjl,Pennsylvania,5/3/2020," Who is at risk? 
 Mask behavior of others "," Who is at risk? 
 Mask behavior of others ",1,
219,earthquakemoore,Pennsylvania,5/3/2020," Political legitimizing of risk 
 Who is at risk? "," Political legitimizing of risk 
 Who is at risk? ",1,
220,Queen__Chey,Maryland,5/3/2020, Nonrelevant, Nonrelevant,1,
221,bpacha77511,Texas,5/3/2020, Mask behavior of others , Mask behavior of others ,1,
222,nathaliethedon,Texas,5/4/2020, Mask behavior of others , Mask behavior of others ,1,
223,VividConfusion,Washington,5/4/2020, Who is at risk? , Who is at risk? ,1,
224,DragonMama,Ohio,5/4/2020, Nonrelevant, Nonrelevant,1,
225,jordan__hr,Hawaii,5/4/2020, Who is at risk? , Who is at risk? ,1,
226,SpaceBrennan,Texas,5/4/2020, Mask behavior of others , Mask behavior of others ,1,
227,estherclimate,New York,5/5/2020,"Mask guidelines and policies 
 Mask behavior of others ","Mask guidelines and policies 
 Mask behavior of others ",1,
228,lisa__dsouza,Colorado,5/5/2020, Political legitimizing of risk , Political legitimizing of risk ,1,
229,bluecrewDHS,Texas,5/5/2020, Mask behavior of others , Mask behavior of others ,1,
230,shopgirlatsando,California,5/5/2020, Political legitimizing of risk , Political legitimizing of risk ,1,
231,GuyBerger15,Iowa,5/5/2020, Political legitimizing of risk , Political legitimizing of risk ,1,
232,marypatcormier,Massachusetts,5/5/2020, Political legitimizing of risk , Political legitimizing of risk ,1,
233,purdypictures,California,5/5/2020," Political legitimizing of risk 
 Mask behavior of others "," Political legitimizing of risk 
 Mask behavior of others ",1,
234,avmarich,Missouri,5/7/2020, Who is at risk? , Who is at risk? ,1,
235,Debeprettything,California,5/8/2020,"Mask guidelines and policies 
 Political legitimizing of risk ","Mask guidelines and policies 
 Political legitimizing of risk ",1,
236,chestnut_daniel,Texas,5/11/2020, Political legitimizing of risk , Political legitimizing of risk ,1,
237,jujitsuchef,New Jersey,5/11/2020, Mask effectiveness , Mask effectiveness ,1,
238,abc7JoshHaskell,California,5/12/2020, Mask behavior of others , Mask behavior of others ,1,
239,Donna_West,Nevada,5/15/2020, Mask behavior of others , Mask behavior of others ,1,
240,mpslater,New Jersey,5/16/2020, Political legitimizing of risk , Political legitimizing of risk ,1,
241,Linda_Rae_238,North Carolina,5/19/2020, Political legitimizing of risk , Political legitimizing of risk ,1,
242,birchtreeweb,North Carolina,5/19/2020,"Mask guidelines and policies 
 Political legitimizing of risk ","Mask guidelines and policies 
 Political legitimizing of risk ",1,
243,EasyPretzel,Pennsylvania,5/20/2020, Mask behavior of others , Mask behavior of others ,1,
244,ArynHubbard,Ohio,5/21/2020," COVID severity 
 Who is at risk? "," COVID severity 
 Who is at risk? ",1,
245,RememberMeNever,California,5/21/2020, Who is at risk? , Who is at risk? ,1,
246,K_Alex1,New York,5/22/2020, Mask behavior of others , Mask behavior of others ,1,
247,Lessweforget57,Mississippi,5/22/2020, Mask behavior of others , Mask behavior of others ,1,
248,JMDmultimedia,Texas,5/22/2020, Political legitimizing of risk , Political legitimizing of risk ,1,
280,ajcallejasm,Florida,6/24/2020,"Mask guidelines and policies 
 Who is at risk? ","Mask guidelines and policies 
 Who is at risk? ",1,
249,SkrillJ,Florida,5/22/2020, Mask behavior of others , Mask behavior of others ,1,
250,ShawPavdi,Connecticut,5/23/2020," COVID severity 
 Mask behavior of others "," COVID severity 
 Mask behavior of others ",1,
251,atrupar,District of Columbia,5/26/2020,"Mask guidelines and policies 
 Political legitimizing of risk ","Mask guidelines and policies 
 Political legitimizing of risk ",1,
252,RustyRueff,California,5/26/2020,"Mask guidelines and policies 
 Political legitimizing of risk 
 Who is at risk? ","Mask guidelines and policies 
 Political legitimizing of risk 
 Who is at risk? ",1,
253,JackBuss22,Tennessee,5/27/2020, Political legitimizing of risk , Political legitimizing of risk ,1,
254,RationalPlanner,Virginia,5/29/2020," Political legitimizing of risk 
 Who is at risk? "," Political legitimizing of risk 
 Who is at risk? ",1,
255,Pct4Constable,Texas,5/30/2020, Mask behavior of others , Mask behavior of others ,1,
256,cleaningmilwauk,Wisconsin,5/30/2020, Mask effectiveness , Mask effectiveness ,1,
257,YOBLAER,California,6/1/2020, Who is at risk? , Who is at risk? ,1,
258,Linda_Rae_238,North Carolina,6/1/2020,"Mask guidelines and policies 
 Mask effectiveness ","Mask guidelines and policies 
 Mask effectiveness ",1,
259,DianaIvyWard,Georgia,6/4/2020," Political legitimizing of risk 
 Who is at risk? "," Political legitimizing of risk 
 Who is at risk? ",1,
260,poursomehenny,Rhode Island,6/4/2020, Mask effectiveness , Mask effectiveness ,1,
261,VaughnHillyard,Arizona,6/6/2020," COVID severity 
 Mask behavior of others "," COVID severity 
 Mask behavior of others ",1,
262,chubiiline,New York,6/6/2020, Nonrelevant, Nonrelevant,1,
263,MarcelMcClinton,Texas,6/7/2020,"Mask guidelines and policies 
 COVID severity 
 Mask behavior of others ","Mask guidelines and policies 
 COVID severity 
 Mask behavior of others ",1,
264,DarienTV79,Connecticut,6/8/2020," COVID severity 
 Mask behavior of others "," COVID severity 
 Mask behavior of others ",1,
265,TimTrueheart,Virginia,6/8/2020, Mask behavior of others , Mask behavior of others ,1,
266,digiskunk,Pennsylvania,6/10/2020," COVID severity 
 Mask behavior of others "," COVID severity 
 Mask behavior of others ",1,
267,ApexCrazy,North Carolina,6/11/2020, Mask behavior of others , Mask behavior of others ,1,
268,MichelleAsci,Georgia,6/11/2020," Who is at risk? 
 Mask behavior of others "," Who is at risk? 
 Mask behavior of others ",1,
269,plezWorld,Georgia,6/12/2020, Mask behavior of others , Mask behavior of others ,1,
270,ZeroPatientHarm,Florida,6/13/2020, Mask effectiveness , Mask effectiveness ,1,
271,cc5191,California,6/14/2020, Who is at risk? , Who is at risk? ,1,
272,JordanWells33,Kentucky,6/15/2020, Mask behavior of others , Mask behavior of others ,1,
273,xtinaoshea,Oregon,6/15/2020, Who is at risk? , Who is at risk? ,1,
274,MissBeee86,Maryland,6/16/2020, COVID desensitization , COVID desensitization ,1,
275,movie_gal_10,Nevada,6/16/2020, Mask effectiveness , Mask effectiveness ,1,
276,Sketchb00kAudio,Michigan,6/17/2020, Mask behavior of others , Mask behavior of others ,1,
277,NatisSabr,Virginia,6/17/2020," Political legitimizing of risk 
 Mask behavior of others "," Political legitimizing of risk 
 Mask behavior of others ",1,
278,straitarrow10,Washington,6/23/2020, Mask behavior of others , Mask behavior of others ,1,
279,glassIoft,Oklahoma,6/24/2020, Political legitimizing of risk , Political legitimizing of risk ,1,
281,rarmin6,California,6/24/2020, Mask behavior of others , Mask behavior of others ,1,
282,ashleyvholden,Oklahoma,6/25/2020, Mask behavior of others , Mask behavior of others ,1,
283,SylvesterTurner,Texas,6/25/2020," Political legitimizing of risk 
 COVID severity "," Political legitimizing of risk 
 COVID severity ",1,
284,impeachAcheeto,Arizona,6/25/2020," COVID severity 
 Mask behavior of others "," COVID severity 
 Mask behavior of others ",1,
285,madiha_masood,Texas,6/26/2020, Mask behavior of others , Mask behavior of others ,1,
286,ShaunBryant31,Texas,6/26/2020, Mask effectiveness , Mask effectiveness ,1,
287,slaphappysam,Oklahoma,6/26/2020," COVID severity 
 Mask behavior of others "," COVID severity 
 Mask behavior of others ",1,
288,AlexiPappas,California,6/27/2020, Nonrelevant, Nonrelevant,1,
289,VegasPlayerGuy,Nevada,6/27/2020, Mask effectiveness , Mask effectiveness ,1,
290,MistrLoudermilk,North Carolina,6/27/2020, Mask effectiveness , Mask effectiveness ,1,
291,patricelauren1,Texas,6/28/2020, Political legitimizing of risk , Political legitimizing of risk ,1,
292,cmw1ut,Kansas,6/28/2020," Political legitimizing of risk 
 Who is at risk? 
 Mask behavior of others "," Political legitimizing of risk 
 Who is at risk? 
 Mask behavior of others ",1,
293,jimsthebeast,Arizona,6/28/2020," COVID severity 
 Mask behavior of others "," COVID severity 
 Mask behavior of others ",1,
294,ashmarie716,Rhode Island,6/28/2020, Mask behavior of others , Mask behavior of others ,1,Mask comparison 
295,yojg,Oregon,6/29/2020, Mask behavior of others , Mask behavior of others ,1,
296,uthmanbaksh,New York,6/29/2020, Mask behavior of others , Mask behavior of others ,1,
297,kyecolors,Missouri,6/29/2020," Who is at risk? 
 Mask behavior of others "," Who is at risk? 
 Mask behavior of others ",1,
298,PMWellsCharter,Florida,6/30/2020, Mask effectiveness , Mask effectiveness ,1,
299,topinsan,Nevada,6/30/2020,"Mask guidelines and policies 
 Political legitimizing of risk ","Mask guidelines and policies 
 Political legitimizing of risk ",1,
300,DanSweet12,Virginia,6/30/2020, Political legitimizing of risk , Political legitimizing of risk ,1,
301,combatcorpsman,California,1/29/2020," COVID severity 
 Mask effectiveness "," COVID severity 
 Mask effectiveness ",1,
302,Tiny_Hippo4,North Carolina,2/7/2020, Mask behavior of others , Mask behavior of others ,1,
303,mjfree,New York,2/8/2020, Mask effectiveness , Mask effectiveness ,1,
304,bestgug,California,2/23/2020, Mask behavior of others , Mask behavior of others ,1,
305,waltdphillips,South Carolina,2/24/2020," COVID severity 
 Who is at risk? "," COVID severity 
 Who is at risk? ",1,Questioning 
306,FrKeithV1,New York,2/26/2020, Who is at risk? , Who is at risk? ,1,
307,Daniel_Miller8,Massachusetts,2/26/2020,"Mask guidelines and policies 
 COVID severity ","Mask guidelines and policies 
 COVID severity ",1,
308,TheReaLexipants,New York,2/26/2020, Mask effectiveness , Mask effectiveness ,1,
309,MissBeulah2U,California,2/26/2020, Who is at risk? , Who is at risk? ,1,
310,krinsk5,California,2/26/2020, Nonrelevant, Nonrelevant,1,
311,AShchekin,Illinois,2/26/2020, COVID severity , COVID severity ,1,
312,thegaydoctor1,Washington,3/1/2020," Political legitimizing of risk 
 Who is at risk? "," Political legitimizing of risk 
 Who is at risk? ",1,
313,StefanKertesz,Alabama,3/2/2020,"Mask guidelines and policies 
 Mask effectiveness ","Mask guidelines and policies 
 Mask effectiveness ",1,
314,Back2backPT,Massachusetts,3/4/2020, Who is at risk? , Who is at risk? ,1,
